verb;frequency;lang;cop
workshoppe;1;en;26
thedeargreenbothy;1;en;26
everincrease;1;en;26
ageN;1;en;26
humancause;1;en;26
prepackage;1;en;26
relegate;1;en;26
bequeath;1;en;26
detrain;1;en;26
fritter;1;en;26
imperille;1;en;26
entertainN;1;en;26
cdnpoli;1;en;26
filter;1;en;26
biscuit;1;en;26
rendezvous;1;en;26
dissent;1;en;26
shortage;1;en;26
lessdevelope;1;en;26
ceaseN;1;en;26
amaze;1;en;26
explane;1;en;26
wtaf;1;en;26
dispatch;1;en;26
coverage;1;en;26
stomachchurne;1;en;26
dook;1;en;26
mit;1;en;26
copnothe;1;en;26
embe;1;en;26
shovelN;1;en;26
copyet;1;en;26
charlesclemen;1;en;26
liar;1;en;26
goooo;1;en;26
gooooooo;1;en;26
restructure;1;en;26
script;1;en;26
oblige;1;en;26
transpose;1;en;26
brexitcause;1;en;26
hurtN;1;en;26
biodegradeN;1;en;26
reenergize;1;en;26
ipt;1;en;26
dpprowne;1;en;26
banN;1;en;26
nationalismcolonialismfascismprotecte;1;en;26
moralize;1;en;26
smooth;1;en;26
smarm;1;en;26
wimp;1;en;26
rejoice;1;en;26
helde;1;en;26
bevin;1;en;26
monkey;1;en;26
beckon;1;en;26
bullshit;1;en;26
accompanyN;1;en;26
taxN;1;en;26
chose;1;en;26
legislateN;1;en;26
cuddle;1;en;26
emiss;1;en;26
brandish;1;en;26
defunde;1;en;26
kinne;1;en;26
grazerscompromise;1;en;26
carbonguzzleN;1;en;26
cleareye;1;en;26
litterN;1;en;26
lot;1;en;26
sock;1;en;26
edtpm;1;en;26
fricke;1;en;26
spooky;1;en;26
seine;1;en;26
signpost;1;en;26
commandeer;1;en;26
rhapsodise;1;en;26
pipe;1;en;26
engender;1;en;26
emphasiseN;1;en;26
de;1;en;26
wetland;1;en;26
rebootN;1;en;26
ache;1;en;26
symbolize;1;en;26
worsttime;1;en;26
lieswinke;1;en;26
tinker;1;en;26
iceworldsgreenwich;1;en;26
toddle;1;en;26
doubtN;1;en;26
knifeedge;1;en;26
limitwarme;1;en;26
hpoe;1;en;26
oceangenerate;1;en;26
outlook;1;en;26
countryside;1;en;26
spake;1;en;26
fume;1;en;26
eufunde;1;en;26
complainN;1;en;26
evcharge;1;en;26
circusgoer;1;en;26
smallminde;1;en;26
investorle;1;en;26
gibber;1;en;26
pity;1;en;26
duette;1;en;26
contentN;1;en;26
mend;1;en;26
avoiddelay;1;en;26
lumber;1;en;26
retell;1;en;26
communityowne;1;en;26
allocation;1;en;26
mile;1;en;26
blurt;1;en;26
absamarathon;1;en;26
rehabilitaterewildconserve;1;en;26
gaslink;1;en;26
steam;1;en;26
euyearofrail;1;en;26
week;1;en;26
stubbleburne;1;en;26
pushN;1;en;26
troubleN;1;en;26
cleanN;1;en;26
cage;1;en;26
glasgowknew;1;en;26
motorbike;1;en;26
stravaige;1;en;26
chevene;1;en;26
devoir;142;fr;26
prendre;110;fr;26
pouvoir;103;fr;26
engager;85;fr;26
falloir;84;fr;26
mettre;80;fr;26
agir;77;fr;26
venir;67;fr;26
parler;66;fr;26
annoncer;58;fr;26
vouloir;57;fr;26
appeler;54;fr;26
sauver;53;fr;26
denoncer;50;fr;26
reduire;47;fr;26
passer;46;fr;26
voir;43;fr;26
continuer;41;fr;26
arriver;39;fr;26
rappeler;39;fr;26
permettre;38;fr;26
signer;37;fr;26
mobiliser;35;fr;26
attendre;35;fr;26
entendre;34;fr;26
lutter;34;fr;26
tenir;33;fr;26
rendre;32;fr;26
sortir;31;fr;26
savoir;31;fr;26
ouvrir;31;fr;26
lire;31;fr;26
menacer;31;fr;26
retrouver;30;fr;26
refuser;30;fr;26
augmenter;30;fr;26
demander;29;fr;26
changer;29;fr;26
limiter;29;fr;26
suivre;28;fr;26
arreter;27;fr;26
rejoindre;26;fr;26
participer;25;fr;26
defendre;25;fr;26
trouver;24;fr;26
atteindre;24;fr;26
donner;24;fr;26
porter;23;fr;26
financer;22;fr;26
condamner;22;fr;26
respecter;22;fr;26
commencer;22;fr;26
proposer;21;fr;26
expliquer;21;fr;26
representer;20;fr;26
proteger;19;fr;26
reunir;19;fr;26
servir;19;fr;26
reussir;19;fr;26
penser;19;fr;26
lier;19;fr;26
lancer;18;fr;26
accelerer;18;fr;26
mener;18;fr;26
prevoir;18;fr;26
rester;18;fr;26
payer;18;fr;26
devenir;18;fr;26
revenir;18;fr;26
montrer;17;fr;26
construire;17;fr;26
promettre;16;fr;26
stopper;16;fr;26
cesser;16;fr;26
soutenir;16;fr;26
laisser;16;fr;26
derouler;16;fr;26
biden;16;fr;26
gagner;15;fr;26
regarder;15;fr;26
aider;15;fr;26
presenter;15;fr;26
publier;15;fr;26
produire;15;fr;26
donne;15;fr;26
debuter;15;fr;26
repondre;14;fr;26
battre;14;fr;26
developper;14;fr;26
diminuer;14;fr;26
eviter;14;fr;26
oublier;14;fr;26
discuter;14;fr;26
recevoir;14;fr;26
echanger;14;fr;26
presente;14;fr;26
exiger;14;fr;26
lonu;13;fr;26
importer;13;fr;26
comprendre;13;fr;26
emettre;13;fr;26
porte;13;fr;26
reclamer;13;fr;26
rouler;13;fr;26
vivre;12;fr;26
compter;12;fr;26
perdre;12;fr;26
accueillir;12;fr;26
fixer;12;fr;26
rehausser;12;fr;26
partager;12;fr;26
utiliser;12;fr;26
envoyer;12;fr;26
reste;11;fr;26
avancer;11;fr;26
bloquer;11;fr;26
toucher;11;fr;26
preserver;11;fr;26
remettre;11;fr;26
decouvrir;11;fr;26
polluer;11;fr;26
saluer;11;fr;26
promouvoir;11;fr;26
considerer;11;fr;26
rentrer;11;fr;26
organiser;11;fr;26
croire;11;fr;26
contribuer;11;fr;26
jouer;11;fr;26
valoir;10;fr;26
adopter;10;fr;26
parvenir;10;fr;26
marquer;10;fr;26
inviter;10;fr;26
planter;10;fr;26
viser;10;fr;26
sengager;10;fr;26
alerter;10;fr;26
raconter;10;fr;26
renforcer;10;fr;26
manifester;10;fr;26
exister;10;fr;26
partir;9;fr;26
manquer;9;fr;26
ecouter;9;fr;26
rencontrer;9;fr;26
exprimer;9;fr;26
determiner;9;fr;26
detruire;9;fr;26
exhorter;9;fr;26
decider;9;fr;26
joue;9;fr;26
dagir;9;fr;26
beneficier;9;fr;26
transformer;9;fr;26
negocier;9;fr;26
adresse;9;fr;26
enrayer;9;fr;26
acceder;9;fr;26
retenir;8;fr;26
obtenir;8;fr;26
soumettre;8;fr;26
depasser;8;fr;26
multiplier;8;fr;26
assurer;8;fr;26
rejeter;8;fr;26
declarer;8;fr;26
profiter;8;fr;26
reconnaitre;8;fr;26
reaffirmer;8;fr;26
denergier;8;fr;26
letranger;8;fr;26
prononcer;8;fr;26
finir;8;fr;26
travailler;8;fr;26
poursuivre;8;fr;26
poser;8;fr;26
concerner;8;fr;26
trudeau;8;fr;26
diriger;7;fr;26
preferer;7;fr;26
achever;7;fr;26
maintenir;7;fr;26
oser;7;fr;26
conduire;7;fr;26
bruler;7;fr;26
terminer;7;fr;26
choisir;7;fr;26
subir;7;fr;26
lavenir;7;fr;26
manger;7;fr;26
reprendre;7;fr;26
investir;7;fr;26
interdire;7;fr;26
affirmer;7;fr;26
quitter;7;fr;26
mourir;7;fr;26
participe;7;fr;26
enregistrer;7;fr;26
disparaitre;7;fr;26
accuser;7;fr;26
conclure;6;fr;26
eliminer;6;fr;26
parcourir;6;fr;26
montre;6;fr;26
traduire;6;fr;26
accoucher;6;fr;26
culpabiliser;6;fr;26
accroitre;6;fr;26
connaitre;6;fr;26
tenter;6;fr;26
atterrir;6;fr;26
empecher;6;fr;26
realiser;6;fr;26
interroger;6;fr;26
baisser;6;fr;26
rassembler;6;fr;26
demande;6;fr;26
vendre;6;fr;26
decrocher;6;fr;26
pose;6;fr;26
reveler;6;fr;26
preparer;6;fr;26
rencontre;6;fr;26
adapter;6;fr;26
reserver;6;fr;26
provoquer;6;fr;26
deplacer;6;fr;26
accompagner;6;fr;26
souvre;6;fr;26
tente;5;fr;26
accorder;5;fr;26
evoquer;5;fr;26
contenir;5;fr;26
survivre;5;fr;26
boire;5;fr;26
depenser;5;fr;26
estce;5;fr;26
marche;5;fr;26
consacrer;5;fr;26
concretiser;5;fr;26
estime;5;fr;26
industrialiser;5;fr;26
cache;5;fr;26
monte;5;fr;26
entrer;5;fr;26
saisir;5;fr;26
exploiter;5;fr;26
garantir;5;fr;26
souligner;5;fr;26
sagit;5;fr;26
aborder;5;fr;26
imposer;5;fr;26
delivrer;5;fr;26
relancer;5;fr;26
percevoir;5;fr;26
lacher;5;fr;26
inclure;5;fr;26
resoudre;5;fr;26
feliciter;5;fr;26
apprendre;5;fr;26
repartir;5;fr;26
restaurer;5;fr;26
infiltrer;5;fr;26
pousser;5;fr;26
souhaiter;5;fr;26
citer;5;fr;26
relever;5;fr;26
creer;5;fr;26
marcher;5;fr;26
suffire;5;fr;26
oxfam;5;fr;26
afficher;5;fr;26
planifier;5;fr;26
inverser;5;fr;26
conjuguer;5;fr;26
essayer;5;fr;26
dici;5;fr;26
taxer;5;fr;26
usd;5;fr;26
amener;5;fr;26
aboutir;4;fr;26
naitre;4;fr;26
resumer;4;fr;26
obliger;4;fr;26
acter;4;fr;26
souffrir;4;fr;26
ecrire;4;fr;26
compenser;4;fr;26
annuler;4;fr;26
appliquer;4;fr;26
peiner;4;fr;26
vanter;4;fr;26
tourner;4;fr;26
consommer;4;fr;26
bouleverser;4;fr;26
recueillir;4;fr;26
prevenir;4;fr;26
ignorer;4;fr;26
entretenir;4;fr;26
insister;4;fr;26
envisager;4;fr;26
monopoliser;4;fr;26
capter;4;fr;26
sacrifier;4;fr;26
ensemble;4;fr;26
datteindre;4;fr;26
inquieter;4;fr;26
affecter;4;fr;26
enfermer;4;fr;26
deplorer;4;fr;26
invite;4;fr;26
primer;4;fr;26
evaluer;4;fr;26
monter;4;fr;26
ceter;4;fr;26
renoncer;4;fr;26
exclure;4;fr;26
remarquer;4;fr;26
militer;4;fr;26
abriter;4;fr;26
centrer;4;fr;26
couvrir;4;fr;26
cacher;4;fr;26
fermer;4;fr;26
creuser;4;fr;26
tombe;4;fr;26
garder;4;fr;26
prolonger;4;fr;26
interpeller;4;fr;26
dedier;4;fr;26
appreter;4;fr;26
confronter;4;fr;26
rassurer;4;fr;26
figurer;4;fr;26
priver;4;fr;26
plaider;4;fr;26
foutre;4;fr;26
decrire;4;fr;26
revoir;4;fr;26
avertir;3;fr;26
affaiblir;3;fr;26
marque;3;fr;26
pleurer;3;fr;26
reagir;3;fr;26
emouvoir;3;fr;26
debloquer;3;fr;26
temoigner;3;fr;26
causer;3;fr;26
subventionner;3;fr;26
pencher;3;fr;26
noyer;3;fr;26
offrir;3;fr;26
repousser;3;fr;26
copglasgow;3;fr;26
favoriser;3;fr;26
signe;3;fr;26
rattraper;3;fr;26
qualifier;3;fr;26
moquer;3;fr;26
ajouter;3;fr;26
couter;3;fr;26
contenter;3;fr;26
sonner;3;fr;26
occuper;3;fr;26
evoluer;3;fr;26
repenser;3;fr;26
aimer;3;fr;26
integrer;3;fr;26
niger;3;fr;26
aligner;3;fr;26
elever;3;fr;26
forcer;3;fr;26
manque;3;fr;26
generer;3;fr;26
sembler;3;fr;26
classer;3;fr;26
exposer;3;fr;26
autoriser;3;fr;26
fonctionner;3;fr;26
naver;3;fr;26
devoiler;3;fr;26
deguiser;3;fr;26
doter;3;fr;26
crier;3;fr;26
placer;3;fr;26
baser;3;fr;26
allouer;3;fr;26
raisonner;3;fr;26
nourrir;3;fr;26
situer;3;fr;26
fustiger;3;fr;26
lutte;3;fr;26
intervenir;3;fr;26
concentrer;3;fr;26
ever;3;fr;26
durer;3;fr;26
prouver;3;fr;26
bleu;3;fr;26
jeter;3;fr;26
confirmer;3;fr;26
extraire;3;fr;26
inspirer;3;fr;26
constituer;3;fr;26
acheter;3;fr;26
quitte;3;fr;26
visualiser;3;fr;26
cumuler;3;fr;26
hurler;3;fr;26
vegetaliser;3;fr;26
tjrs;3;fr;26
nattender;3;fr;26
bonjour;3;fr;26
chercher;3;fr;26
ramener;3;fr;26
laisse;3;fr;26
pretendre;3;fr;26
deposer;3;fr;26
briller;3;fr;26
fournir;3;fr;26
carboner;3;fr;26
consulter;3;fr;26
nommer;3;fr;26
valoriser;3;fr;26
demarrer;3;fr;26
effectuer;3;fr;26
deviter;3;fr;26
demontrer;3;fr;26
approuver;3;fr;26
tuer;3;fr;26
reporter;3;fr;26
tester;3;fr;26
ridiculiser;3;fr;26
prier;3;fr;26
aide;3;fr;26
epargner;3;fr;26
remercier;3;fr;26
posseder;3;fr;26
reflechir;3;fr;26
labelliser;3;fr;26
handicaper;3;fr;26
separer;3;fr;26
marre;3;fr;26
alerte;3;fr;26
eclairer;3;fr;26
assister;3;fr;26
teteatete;3;fr;26
encourager;3;fr;26
esperer;3;fr;26
coucher;3;fr;26
rater;2;fr;26
refleter;2;fr;26
echouer;2;fr;26
presider;2;fr;26
decevoir;2;fr;26
lever;2;fr;26
dresser;2;fr;26
arranger;2;fr;26
occasionner;2;fr;26
mentionner;2;fr;26
introduire;2;fr;26
naurer;2;fr;26
foncer;2;fr;26
poigner;2;fr;26
impacter;2;fr;26
risquer;2;fr;26
regretter;2;fr;26
ravager;2;fr;26
tomber;2;fr;26
reclame;2;fr;26
laver;2;fr;26
estil;2;fr;26
decarboner;2;fr;26
climatiser;2;fr;26
gerer;2;fr;26
attaquer;2;fr;26
davoir;2;fr;26
diviser;2;fr;26
extremis;2;fr;26
dannoncer;2;fr;26
impliquer;2;fr;26
signifier;2;fr;26
content;2;fr;26
formuler;2;fr;26
poster;2;fr;26
mentir;2;fr;26
minimiser;2;fr;26
dedaigner;2;fr;26
alimenter;2;fr;26
octroyer;2;fr;26
debattre;2;fr;26
embarquer;2;fr;26
rendezvous;2;fr;26
respirer;2;fr;26
fonder;2;fr;26
cherche;2;fr;26
amplifier;2;fr;26
impacte;2;fr;26
peter;2;fr;26
opposer;2;fr;26
pourchaqueenfer;2;fr;26
nier;2;fr;26
chasser;2;fr;26
detourner;2;fr;26
chauffer;2;fr;26
combattre;2;fr;26
activer;2;fr;26
sengageer;2;fr;26
reiterer;2;fr;26
soulever;2;fr;26
isoler;2;fr;26
absorber;2;fr;26
ressaisir;2;fr;26
decerner;2;fr;26
remplir;2;fr;26
equiper;2;fr;26
traiter;2;fr;26
combler;2;fr;26
miparcours;2;fr;26
peser;2;fr;26
inciter;2;fr;26
retirer;2;fr;26
preciser;2;fr;26
choquer;2;fr;26
neter;2;fr;26
communiquer;2;fr;26
aggraver;2;fr;26
apercevoir;2;fr;26
saccager;2;fr;26
interviewer;2;fr;26
etouffer;2;fr;26
sanctuary;2;fr;26
defiler;2;fr;26
installer;2;fr;26
deboucher;2;fr;26
californie;2;fr;26
habiter;2;fr;26
relayer;2;fr;26
applique;2;fr;26
descendre;2;fr;26
remporter;2;fr;26
rejoigneznous;2;fr;26
braver;2;fr;26
duper;2;fr;26
decliner;2;fr;26
exercer;2;fr;26
celebrer;2;fr;26
macronguilty;2;fr;26
inventer;2;fr;26
grandir;2;fr;26
frapper;2;fr;26
betonner;2;fr;26
stocker;2;fr;26
effarer;2;fr;26
resister;2;fr;26
masquer;2;fr;26
deconner;2;fr;26
livrer;2;fr;26
ouf;2;fr;26
lirresponsabiliter;2;fr;26
reveiller;2;fr;26
apprecier;2;fr;26
voter;2;fr;26
fasciner;2;fr;26
reecouter;2;fr;26
observer;2;fr;26
daccroitre;2;fr;26
sorganise;2;fr;26
joindre;2;fr;26
federer;2;fr;26
repeindre;2;fr;26
jurer;2;fr;26
sengage;2;fr;26
convaincre;2;fr;26
attenuer;2;fr;26
apporter;2;fr;26
decarbonner;2;fr;26
balader;2;fr;26
abandonner;2;fr;26
demeure;2;fr;26
visiter;2;fr;26
vacciner;2;fr;26
rapporter;2;fr;26
inscrire;2;fr;26
apparer;2;fr;26
tailler;2;fr;26
parismilan;2;fr;26
sattaquer;2;fr;26
transporter;2;fr;26
estimer;2;fr;26
illustrer;2;fr;26
darger;2;fr;26
allier;2;fr;26
provenir;2;fr;26
brandir;2;fr;26
retomber;2;fr;26
positionner;2;fr;26
ner;2;fr;26
retourner;2;fr;26
rallier;2;fr;26
rtlsoir;2;fr;26
necessiter;2;fr;26
appuyer;2;fr;26
disposer;2;fr;26
recompenser;2;fr;26
persuader;2;fr;26
alleger;2;fr;26
pointer;2;fr;26
tarder;2;fr;26
apparaitre;2;fr;26
sinterroger;2;fr;26
dexprimer;2;fr;26
regler;2;fr;26
river;2;fr;26
marier;2;fr;26
dixit;2;fr;26
torpiller;2;fr;26
vanesser;2;fr;26
glasgow;2;fr;26
souvenir;2;fr;26
excuser;2;fr;26
concilier;2;fr;26
deployer;2;fr;26
declencher;2;fr;26
compte;2;fr;26
trimbaler;2;fr;26
inquiet;2;fr;26
rompre;2;fr;26
exempter;2;fr;26
rejouir;2;fr;26
feter;2;fr;26
lester;2;fr;26
rigoler;2;fr;26
crever;2;fr;26
reindustrialiser;2;fr;26
alok;2;fr;26
sharmer;2;fr;26
jappelle;2;fr;26
entrainer;2;fr;26
frappe;1;fr;26
vider;1;fr;26
finaliser;1;fr;26
hypothequer;1;fr;26
diluer;1;fr;26
renverse;1;fr;26
instaurer;1;fr;26
cloturer;1;fr;26
courtterme;1;fr;26
articuler;1;fr;26
enerver;1;fr;26
desesperer;1;fr;26
constater;1;fr;26
admirer;1;fr;26
barrer;1;fr;26
convenir;1;fr;26
amoindrir;1;fr;26
indiquer;1;fr;26
burger;1;fr;26
assouplir;1;fr;26
avaler;1;fr;26
antiguaetbarbuder;1;fr;26
implorer;1;fr;26
detre;1;fr;26
leader;1;fr;26
juger;1;fr;26
submerger;1;fr;26
telecharger;1;fr;26
dedicacer;1;fr;26
effacer;1;fr;26
danser;1;fr;26
sacheve;1;fr;26
candidat;1;fr;26
simpose;1;fr;26
nattend;1;fr;26
embourber;1;fr;26
tisser;1;fr;26
sousestimer;1;fr;26
inquisiteur;1;fr;26
dursuler;1;fr;26
deceder;1;fr;26
vontils;1;fr;26
surprendre;1;fr;26
ravir;1;fr;26
bosser;1;fr;26
feutrer;1;fr;26
relaxer;1;fr;26
laminutelalucq;1;fr;26
fabrique;1;fr;26
telsonne;1;fr;26
sensibiliser;1;fr;26
echapper;1;fr;26
murmurer;1;fr;26
queffleurer;1;fr;26
duterte;1;fr;26
interesser;1;fr;26
lechelle;1;fr;26
tracasser;1;fr;26
resulter;1;fr;26
jessaie;1;fr;26
dexpliquer;1;fr;26
inefficier;1;fr;26
ecarlate;1;fr;26
suret;1;fr;26
assecher;1;fr;26
devancer;1;fr;26
zaventemschiphol;1;fr;26
coaliser;1;fr;26
desintoxiquer;1;fr;26
climatologuer;1;fr;26
factcheck;1;fr;26
renouveler;1;fr;26
focaliser;1;fr;26
insurger;1;fr;26
privilegier;1;fr;26
corriger;1;fr;26
qua;1;fr;26
uemercosur;1;fr;26
risque;1;fr;26
reconcilier;1;fr;26
defenseurser;1;fr;26
assassiner;1;fr;26
fortesimmediater;1;fr;26
salir;1;fr;26
dynamiter;1;fr;26
demonter;1;fr;26
sevir;1;fr;26
ceder;1;fr;26
chauffe;1;fr;26
suffoquer;1;fr;26
commenter;1;fr;26
compensationcarbone;1;fr;26
precommander;1;fr;26
reproduire;1;fr;26
jongler;1;fr;26
motoriser;1;fr;26
impulser;1;fr;26
implanter;1;fr;26
intensifier;1;fr;26
tourne;1;fr;26
denoncier;1;fr;26
elire;1;fr;26
negociabler;1;fr;26
disproportionner;1;fr;26
option;1;fr;26
hesiter;1;fr;26
conter;1;fr;26
cloture;1;fr;26
preter;1;fr;26
ruiner;1;fr;26
couler;1;fr;26
orienter;1;fr;26
repasser;1;fr;26
lallemagne;1;fr;26
sceller;1;fr;26
agripper;1;fr;26
gaziere;1;fr;26
reouverture;1;fr;26
resulte;1;fr;26
signaler;1;fr;26
dindemniser;1;fr;26
lhorizon;1;fr;26
vg;1;fr;26
accrediter;1;fr;26
additionner;1;fr;26
nkurunzizer;1;fr;26
dessiner;1;fr;26
plebe;1;fr;26
comporte;1;fr;26
eteindre;1;fr;26
accommoder;1;fr;26
symboliser;1;fr;26
consentir;1;fr;26
emmener;1;fr;26
porcher;1;fr;26
incarner;1;fr;26
safficher;1;fr;26
pm;1;fr;26
sadapter;1;fr;26
agrandir;1;fr;26
migrer;1;fr;26
comparer;1;fr;26
sannonce;1;fr;26
nimporte;1;fr;26
lrem;1;fr;26
debrieter;1;fr;26
entame;1;fr;26
regagner;1;fr;26
ninawer;1;fr;26
saccompagner;1;fr;26
consister;1;fr;26
volonter;1;fr;26
accepter;1;fr;26
cf;1;fr;26
recolter;1;fr;26
canfin;1;fr;26
distribuer;1;fr;26
retribuer;1;fr;26
ressentir;1;fr;26
ronger;1;fr;26
angoisser;1;fr;26
rafraichir;1;fr;26
violer;1;fr;26
enteriner;1;fr;26
louer;1;fr;26
designer;1;fr;26
renfermer;1;fr;26
muser;1;fr;26
irmer;1;fr;26
effondrer;1;fr;26
retarder;1;fr;26
dissimuler;1;fr;26
agris;1;fr;26
defavoriser;1;fr;26
coute;1;fr;26
vancouver;1;fr;26
nenleve;1;fr;26
echafauder;1;fr;26
destiner;1;fr;26
dexister;1;fr;26
motiver;1;fr;26
debroussailler;1;fr;26
dimposer;1;fr;26
rassemblezvous;1;fr;26
nager;1;fr;26
manier;1;fr;26
enterrer;1;fr;26
entamer;1;fr;26
chanter;1;fr;26
succeder;1;fr;26
pallier;1;fr;26
neutraliser;1;fr;26
howat;1;fr;26
berger;1;fr;26
refroidir;1;fr;26
emporter;1;fr;26
repeter;1;fr;26
irradier;1;fr;26
sujet;1;fr;26
adam;1;fr;26
sarrete;1;fr;26
troner;1;fr;26
essuyer;1;fr;26
elancer;1;fr;26
contourner;1;fr;26
confier;1;fr;26
opter;1;fr;26
expulser;1;fr;26
paysan;1;fr;26
demerder;1;fr;26
tremble;1;fr;26
massacrer;1;fr;26
extirper;1;fr;26
sattendre;1;fr;26
zone;1;fr;26
senvoler;1;fr;26
greenwashing;1;fr;26
land;1;fr;26
repeupler;1;fr;26
layer;1;fr;26
fontils;1;fr;26
claquer;1;fr;26
verer;1;fr;26
baisse;1;fr;26
documenter;1;fr;26
raccrocher;1;fr;26
balancer;1;fr;26
parader;1;fr;26
tape;1;fr;26
recenser;1;fr;26
commander;1;fr;26
filer;1;fr;26
apprehender;1;fr;26
insulter;1;fr;26
defoncer;1;fr;26
protester;1;fr;26
manoeuvre;1;fr;26
dattac;1;fr;26
conner;1;fr;26
mesurer;1;fr;26
fridaysforfuture;1;fr;26
doctorer;1;fr;26
meurtriere;1;fr;26
cnrslejournal;1;fr;26
decouler;1;fr;26
dattendre;1;fr;26
dannonce;1;fr;26
ameliorer;1;fr;26
deresponsabilise;1;fr;26
justifier;1;fr;26
jadore;1;fr;26
coordonner;1;fr;26
cimenter;1;fr;26
remplacer;1;fr;26
garde;1;fr;26
tirer;1;fr;26
requerir;1;fr;26
daugmenter;1;fr;26
couper;1;fr;26
abattre;1;fr;26
file;1;fr;26
fouiller;1;fr;26
attrape;1;fr;26
agitil;1;fr;26
collaborer;1;fr;26
diner;1;fr;26
aviontaxi;1;fr;26
pleuvoir;1;fr;26
jer;1;fr;26
cc;1;fr;26
scander;1;fr;26
gouter;1;fr;26
defaire;1;fr;26
affluer;1;fr;26
deplacezvous;1;fr;26
selectionner;1;fr;26
dexpulser;1;fr;26
modifier;1;fr;26
informer;1;fr;26
converger;1;fr;26
fauxecolos;1;fr;26
contrevenir;1;fr;26
explorer;1;fr;26
farce;1;fr;26
pavaner;1;fr;26
sponsoriser;1;fr;26
perdurer;1;fr;26
kopenawer;1;fr;26
tergiverser;1;fr;26
djili;1;fr;26
dechanger;1;fr;26
exacerber;1;fr;26
lessor;1;fr;26
assortir;1;fr;26
auto;1;fr;26
contraindre;1;fr;26
reorienter;1;fr;26
serrer;1;fr;26
imaginer;1;fr;26
contaminer;1;fr;26
bombarder;1;fr;26
endurer;1;fr;26
forrister;1;fr;26
prer;1;fr;26
deplacerquitter;1;fr;26
engendrer;1;fr;26
rajouter;1;fr;26
promotionner;1;fr;26
vaincre;1;fr;26
pointe;1;fr;26
dementir;1;fr;26
bascarbone;1;fr;26
deconnecter;1;fr;26
quagir;1;fr;26
pousse;1;fr;26
debarquer;1;fr;26
sexplique;1;fr;26
fier;1;fr;26
daccueillir;1;fr;26
detablir;1;fr;26
diffuser;1;fr;26
circus;1;fr;26
londrer;1;fr;26
electrifier;1;fr;26
lechec;1;fr;26
doper;1;fr;26
injecter;1;fr;26
indique;1;fr;26
plancher;1;fr;26
sommetspectacle;1;fr;26
deloquence;1;fr;26
leinter;1;fr;26
endiguer;1;fr;26
remobiliser;1;fr;26
negliger;1;fr;26
engloutir;1;fr;26
cible;1;fr;26
plaisanter;1;fr;26
bennett;1;fr;26
saistu;1;fr;26
resonner;1;fr;26
assumer;1;fr;26
lusakueno;1;fr;26
daccompagner;1;fr;26
dassurer;1;fr;26
dhostiliter;1;fr;26
bousculer;1;fr;26
induire;1;fr;26
surmonter;1;fr;26
papoter;1;fr;26
reproche;1;fr;26
songer;1;fr;26
inaugurer;1;fr;26
commettre;1;fr;26
embarrasser;1;fr;26
exploser;1;fr;26
supprimer;1;fr;26
reconstituer;1;fr;26
former;1;fr;26
nobeirer;1;fr;26
attac;1;fr;26
convier;1;fr;26
tire;1;fr;26
nempeche;1;fr;26
rechauffer;1;fr;26
dominer;1;fr;26
connecter;1;fr;26
acheminer;1;fr;26
quun;1;fr;26
livre;1;fr;26
trainer;1;fr;26
ranger;1;fr;26
branler;1;fr;26
rever;1;fr;26
remonter;1;fr;26
instauration;1;fr;26
pratiquer;1;fr;26
parabole;1;fr;26
recapturer;1;fr;26
dintegrer;1;fr;26
daider;1;fr;26
unir;1;fr;26
acv;1;fr;26
ironiser;1;fr;26
citoyennesderriere;1;fr;26
supposer;1;fr;26
redire;1;fr;26
mardiedd;1;fr;26
bafouer;1;fr;26
doubler;1;fr;26
controler;1;fr;26
noue;1;fr;26
recouvrir;1;fr;26
rediffuser;1;fr;26
enlever;1;fr;26
copcycling;1;fr;26
moque;1;fr;26
preoccuper;1;fr;26
nayer;1;fr;26
egrainer;1;fr;26
transdev;1;fr;26
dater;1;fr;26
ci;1;fr;26
tripler;1;fr;26
renover;1;fr;26
critiquer;1;fr;26
assoupir;1;fr;26
elyx;1;fr;26
issu;1;fr;26
opensource;1;fr;26
sinformer;1;fr;26
ressortir;1;fr;26
bienvenu;1;fr;26
desarmer;1;fr;26
rapatrier;1;fr;26
cracher;1;fr;26
soccupe;1;fr;26
fondre;1;fr;26
zandberg;1;fr;26
reciter;1;fr;26
plafonner;1;fr;26
envers;1;fr;26
batir;1;fr;26
cliquer;1;fr;26
rdimordus;1;fr;26
relocaliser;1;fr;26
reparer;1;fr;26
reprimer;1;fr;26
transferer;1;fr;26
restituer;1;fr;26
dentendre;1;fr;26
proclimat;1;fr;26
debarrasser;1;fr;26
cramer;1;fr;26
allumer;1;fr;26
sauvegarder;1;fr;26
ler;1;fr;26
reconner;1;fr;26
fichu;1;fr;26
pxq;1;fr;26
relire;1;fr;26
employer;1;fr;26
braquer;1;fr;26
txer;1;fr;26
surui;1;fr;26
exproprier;1;fr;26
dutiliser;1;fr;26
menager;1;fr;26
appeller;1;fr;26
sommer;1;fr;26
fanfaronner;1;fr;26
bouffer;1;fr;26
sacrer;1;fr;26
demidegrer;1;fr;26
contrecarrer;1;fr;26
meriter;1;fr;26
epuiser;1;fr;26
earth;1;fr;26
freiner;1;fr;26
redonner;1;fr;26
conserver;1;fr;26
minister;1;fr;26
sexprime;1;fr;26
promener;1;fr;26
richoux;1;fr;26
